"['0.082666', '0.000000', '0.118971', '0.686280', '0.414246', '0.000000', '0.857709', '0.622609', '0.265439', '0.341692', '0.094967', '0.076122', '0.514454', '0.000000', '0.000000', '0.000000', '0.424884', '0.000000', '0.550396', '0.000000', '0.000000', '1.088107', '0.738102', '0.289524', '0.200545', '0.225244', '0.013036', '1.340768', '0.601138', '0.000000', '1.195893', '0.262935', '1.026132', '0.000000', '0.429294', '0.000000', '0.679040', '0.000000', '0.000000', '0.000000', '0.000000', '0.059716', '0.403264', '0.000000', '0.102935', '0.000000', '0.462005', '0.458656', '0.152649', '0.091775', '0.000000', '0.547643', '0.163178', '0.000000', '0.392358', '0.000000', '0.143579', '0.000000', '0.000000', '0.000000']",1
"['0.090071', '0.000000', '0.000000', '0.225135', '0.314992', '0.000000', '0.338493', '0.612792', '0.410821', '0.000000', '0.427717', '0.000000', '0.194737', '0.000000', '0.733121', '0.000000', '0.000000', '0.000000', '0.517404', '0.000000', '0.000000', '0.517208', '0.470045', '0.258991', '0.000000', '0.221862', '0.497733', '1.186701', '0.465156', '0.000000', '0.659847', '0.000000', '0.397020', '0.506679', '0.091895', '0.000000', '0.424247', '0.215719', '0.450174', '0.120515', '0.000000', '0.016176', '0.878942', '0.115211', '0.189681', '0.000000', '0.760568', '0.113628', '0.000000', '0.483543', '0.000000', '0.473573', '0.014519', '0.000000', '0.685148', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.024297', '0.000000', '0.000000', '0.397670', '0.420339', '0.000000', '0.610094', '0.896350', '0.912679', '0.024168', '0.015053', '0.000000', '0.273898', '0.000000', '0.642920', '0.000000', '0.337701', '0.000000', '0.607467', '0.000000', '0.000000', '0.806108', '0.739798', '0.492903', '0.000000', '0.293572', '0.655415', '1.796326', '0.886053', '0.000000', '1.191013', '0.000000', '0.704218', '0.133859', '0.228147', '0.000000', '0.502746', '0.142276', '0.511487', '0.201411', '0.000000', '0.047628', '0.471692', '0.000000', '0.356448', '0.000000', '0.729897', '0.233049', '0.000000', '0.601883', '0.000000', '0.309129', '0.000000', '0.000000', '0.607992', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.143115', '0.000000', '0.200396', '0.427633', '0.494909', '0.000000', '0.686802', '0.556877', '0.690474', '0.248176', '0.000000', '0.000000', '0.316374', '0.000000', '0.000000', '0.407745', '0.447806', '0.000000', '0.226237', '0.000000', '0.000000', '0.822411', '0.390087', '0.302856', '0.195359', '0.101282', '0.328135', '1.186407', '0.357322', '0.000000', '0.995695', '0.000000', '0.992695', '0.000000', '0.214722', '0.623832', '0.524946', '0.125395', '0.000000', '0.000000', '0.000000', '0.316341', '0.023898', '0.000000', '0.356871', '0.000000', '0.517877', '0.362391', '0.494817', '0.495911', '0.000000', '0.330914', '0.000000', '0.000000', '0.368177', '0.000000', '0.218007', '0.000000', '0.000000', '0.000000']",1
"['0.000000', '0.000000', '0.109954', '0.263983', '0.313775', '0.000000', '0.552834', '0.328906', '0.383608', '0.089991', '0.000000', '0.000000', '0.339812', '0.000000', '0.352567', '0.000000', '0.063135', '0.000000', '0.398536', '0.000000', '0.000000', '0.702833', '0.472893', '0.385050', '0.000000', '0.166508', '0.388776', '1.369465', '0.605928', '0.000000', '0.869460', '0.000000', '0.670587', '0.137739', '0.288392', '0.000000', '0.523142', '0.000000', '0.190772', '0.122259', '0.000000', '0.007841', '0.604071', '0.000000', '0.380812', '0.000000', '0.725172', '0.170687', '0.000000', '0.331287', '0.000000', '0.519457', '0.000000', '0.000000', '0.259893', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.015061', '0.000000', '0.000000', '0.428358', '0.570610', '0.000000', '0.289065', '0.523648', '0.317144', '0.000000', '0.237877', '0.000000', '0.369448', '0.000000', '0.551911', '0.130918', '0.000000', '0.000000', '0.284736', '0.000000', '0.000000', '0.779021', '0.235378', '0.216171', '0.000000', '0.000000', '0.549223', '1.151508', '0.519529', '0.000000', '0.719278', '0.000000', '0.602164', '0.510078', '0.046341', '0.000000', '0.539928', '0.162577', '0.356120', '0.153426', '0.000000', '0.387019', '0.823014', '0.115295', '0.320336', '0.000000', '0.817388', '0.363863', '0.000000', '0.442312', '0.000000', '0.643223', '0.000000', '0.000000', '0.667392', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.273032', '0.000000', '0.032805', '0.386776', '0.660989', '0.000000', '0.357059', '0.376978', '0.265121', '0.000000', '0.000000', '0.000000', '0.360057', '0.000000', '0.127201', '0.180911', '0.076001', '0.000000', '0.415929', '0.000000', '0.144903', '0.875818', '0.286143', '0.097534', '0.000000', '0.244405', '0.221257', '1.203874', '0.613686', '0.000000', '0.950234', '0.000000', '0.700627', '0.000000', '0.340723', '0.000000', '0.668809', '0.129056', '0.000000', '0.148646', '0.000000', '0.436283', '0.345339', '0.000000', '0.201831', '0.000000', '0.749221', '0.092614', '0.125843', '0.449905', '0.000000', '0.575576', '0.000000', '0.000000', '0.340374', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.608730', '0.000000', '0.350075', '0.194457', '0.180800', '0.000000', '0.565064', '0.537956', '0.212519', '0.000000', '0.078375', '0.000000', '0.263295', '0.000000', '0.000000', '0.000000', '0.622774', '0.000000', '0.768807', '0.000000', '0.000000', '0.630577', '0.650876', '0.003992', '0.000000', '0.597309', '0.174842', '1.002196', '0.428074', '0.000000', '0.670172', '0.000000', '0.657865', '0.029904', '0.372398', '0.000000', '0.302375', '0.246128', '0.000000', '0.007420', '0.000000', '0.255938', '0.255427', '0.000000', '0.239680', '0.000000', '0.592351', '0.064872', '0.000000', '0.101055', '0.000000', '0.077923', '0.319242', '0.000000', '0.384257', '0.000000', '0.003896', '0.000000', '0.000000', '0.000000']",1
"['0.387247', '0.000000', '0.344352', '0.632298', '0.304809', '0.000000', '0.463585', '0.505807', '0.310571', '0.000000', '0.000000', '0.058393', '0.000000', '0.000000', '0.012640', '0.044269', '0.433804', '0.000000', '0.594934', '0.000000', '0.042154', '0.906860', '0.712668', '0.082056', '0.152651', '0.428096', '0.208993', '1.353858', '0.747461', '0.000000', '0.848634', '0.000000', '0.781078', '0.000000', '0.425403', '0.000000', '0.558028', '0.184233', '0.000000', '0.000000', '0.000000', '0.197127', '0.264280', '0.000000', '0.013904', '0.000000', '0.530949', '0.259980', '0.000000', '0.090135', '0.000000', '0.251716', '0.093165', '0.000000', '0.368385', '0.000000', '0.382500', '0.000000', '0.000000', '0.000000']",1
"['0.011554', '0.000000', '0.517742', '0.510304', '0.153907', '0.036435', '0.404806', '0.116528', '0.260108', '0.000000', '0.000000', '0.068020', '0.000000', '0.000000', '0.000000', '0.071347', '0.379929', '0.000000', '0.579680', '0.000000', '0.154970', '0.908291', '0.093665', '0.373802', '0.145169', '0.026871', '0.049659', '1.118486', '0.706609', '0.000000', '0.773070', '0.000000', '0.880219', '0.000000', '0.401331', '0.000000', '0.403400', '0.000000', '0.000000', '0.317883', '0.000000', '0.308133', '0.330362', '0.000000', '0.378412', '0.000000', '0.735986', '0.178383', '0.000000', '0.000000', '0.000000', '0.135792', '0.099834', '0.000000', '0.107841', '0.000000', '0.204717', '0.000000', '0.000000', '0.276212']",1
"['0.000000', '0.000000', '0.292100', '0.624730', '0.423706', '0.000000', '0.658207', '0.192151', '0.388328', '0.135808', '0.000000', '0.243588', '0.376153', '0.000000', '0.000000', '0.258348', '0.289037', '0.000000', '0.007775', '0.000000', '0.101302', '1.326349', '0.067318', '0.160612', '0.479089', '0.000000', '0.001030', '1.175617', '0.662065', '0.000000', '0.969229', '0.058421', '1.323164', '0.000000', '0.274082', '0.000000', '0.531585', '0.000000', '0.000000', '0.000000', '0.000000', '0.389313', '0.435819', '0.000000', '0.199280', '0.000000', '0.609736', '0.573326', '0.278457', '0.000000', '0.000000', '0.676404', '0.014587', '0.000000', '0.367694', '0.000000', '0.430339', '0.000000', '0.000000', '0.067634']",1
"['0.128427', '0.000000', '0.308232', '0.678086', '0.235897', '0.000000', '0.342341', '0.339947', '0.232979', '0.000000', '0.000000', '0.130368', '0.143318', '0.000000', '0.000000', '0.168293', '0.365319', '0.000000', '0.430670', '0.000000', '0.161489', '1.058218', '0.534658', '0.150160', '0.280105', '0.221910', '0.079682', '1.263327', '0.859704', '0.000000', '0.754155', '0.000000', '1.036189', '0.000000', '0.307756', '0.000000', '0.394217', '0.016628', '0.000000', '0.000000', '0.000000', '0.424944', '0.264927', '0.000000', '0.000000', '0.000000', '0.620443', '0.322332', '0.000000', '0.000000', '0.000000', '0.376141', '0.157908', '0.000000', '0.419279', '0.000000', '0.223664', '0.000000', '0.000000', '0.000000']",1
"['0.471023', '0.000000', '0.000000', '0.501806', '0.371550', '0.000000', '0.152583', '0.417192', '0.124309', '0.000000', '0.024833', '0.079770', '0.000000', '0.000000', '0.149525', '0.056396', '0.116693', '0.000000', '0.664823', '0.000000', '0.080468', '0.637142', '0.315639', '0.132172', '0.084553', '0.221427', '0.052399', '0.910239', '0.498310', '0.000000', '0.701610', '0.000000', '0.379841', '0.000000', '0.161420', '0.000000', '0.468432', '0.429715', '0.000000', '0.236967', '0.000000', '0.378354', '0.553504', '0.000000', '0.099046', '0.000000', '0.524238', '0.125094', '0.000000', '0.051674', '0.000000', '0.080683', '0.013242', '0.000000', '0.450173', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.002297', '0.000000', '0.180723', '0.637895', '0.485870', '0.108107', '0.756483', '0.369670', '0.255756', '0.279806', '0.000000', '0.197383', '0.497056', '0.000000', '0.006000', '0.000000', '0.232399', '0.000000', '0.397819', '0.000000', '0.074394', '1.045664', '0.374374', '0.039975', '0.173461', '0.049307', '0.000000', '1.194754', '0.684157', '0.000000', '0.768532', '0.010374', '0.834372', '0.129965', '0.326142', '0.000000', '0.703068', '0.000000', '0.000000', '0.000000', '0.000000', '0.089355', '0.687130', '0.000000', '0.096452', '0.000000', '0.693463', '0.358909', '0.347402', '0.261671', '0.000000', '0.726663', '0.061151', '0.000000', '0.362483', '0.000000', '0.043632', '0.000000', '0.000000', '0.000000']",1
"['0.000000', '0.000000', '0.333257', '0.574279', '0.304235', '0.105344', '0.461791', '0.451649', '0.296398', '0.076705', '0.000000', '0.119004', '0.251349', '0.000000', '0.000000', '0.104632', '0.450639', '0.000000', '0.521525', '0.000000', '0.068542', '0.857083', '0.514409', '0.079915', '0.185017', '0.090617', '0.123101', '1.141856', '0.568326', '0.000000', '0.743633', '0.000000', '1.008479', '0.000000', '0.351815', '0.119409', '0.439344', '0.000000', '0.000000', '0.000000', '0.000000', '0.245423', '0.350383', '0.000000', '0.067110', '0.000000', '0.647286', '0.400844', '0.155185', '0.258748', '0.000000', '0.298134', '0.066583', '0.000000', '0.406128', '0.000000', '0.015339', '0.000000', '0.000000', '0.000000']",1
"['0.008657', '0.000000', '0.000000', '0.522453', '0.387350', '0.000000', '0.681078', '0.435284', '0.420293', '0.214349', '0.169258', '0.000000', '0.514686', '0.000000', '0.237147', '0.000000', '0.171504', '0.000000', '0.372121', '0.000000', '0.149581', '1.103235', '0.293232', '0.291846', '0.094520', '0.118824', '0.000000', '1.153453', '0.577545', '0.000000', '1.049410', '0.105283', '1.141707', '0.000000', '0.014871', '0.000000', '0.664052', '0.010257', '0.000000', '0.000000', '0.000000', '0.111236', '1.017823', '0.000000', '0.144509', '0.000000', '0.631212', '0.580666', '0.159630', '0.132179', '0.000000', '0.746566', '0.151927', '0.000000', '0.524765', '0.000000', '0.159003', '0.000000', '0.000000', '0.000000']",1
"['0.069590', '0.000000', '0.100894', '0.816500', '0.554832', '0.000000', '0.817104', '0.526096', '0.648001', '0.351413', '0.000000', '0.007910', '0.577151', '0.000000', '0.102820', '0.000000', '0.487377', '0.000000', '0.345557', '0.000000', '0.002694', '1.334481', '0.673982', '0.077523', '0.256304', '0.019984', '0.239802', '1.349537', '0.513301', '0.000000', '1.056782', '0.125830', '0.902249', '0.000000', '0.404433', '0.008571', '0.907943', '0.000000', '0.000000', '0.000000', '0.000000', '0.023482', '0.501654', '0.000000', '0.151733', '0.000000', '0.342660', '0.519714', '0.188135', '0.131201', '0.000000', '0.816879', '0.000000', '0.000000', '0.403136', '0.000000', '0.105827', '0.000000', '0.000000', '0.000000']",1
"['0.253883', '0.000000', '0.000000', '0.574108', '0.638888', '0.000000', '0.238432', '0.553396', '0.137210', '0.000000', '0.197204', '0.000000', '0.380449', '0.000000', '0.255317', '0.149739', '0.008792', '0.000000', '0.635416', '0.000000', '0.018158', '0.745969', '0.370486', '0.251409', '0.009717', '0.000000', '0.382412', '1.073363', '0.423919', '0.000000', '0.941399', '0.011991', '0.675869', '0.000000', '0.084370', '0.151919', '0.793064', '0.317575', '0.112450', '0.097726', '0.000000', '0.321660', '0.708358', '0.045873', '0.275528', '0.000000', '0.641074', '0.497064', '0.101090', '0.405314', '0.000000', '0.277008', '0.120874', '0.000000', '0.433671', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.000000', '0.000000', '0.090239', '0.915583', '0.580389', '0.000000', '0.569114', '0.331579', '0.354927', '0.000000', '0.000000', '0.213091', '0.397770', '0.000000', '0.055853', '0.172061', '0.220312', '0.000000', '0.386019', '0.000000', '0.270715', '1.339189', '0.229421', '0.382052', '0.176939', '0.000000', '0.081329', '1.264689', '0.700182', '0.000000', '1.144965', '0.000000', '1.294043', '0.000000', '0.286829', '0.000000', '0.768175', '0.000000', '0.000000', '0.000000', '0.000000', '0.404624', '0.752700', '0.000000', '0.123672', '0.000000', '0.848133', '0.638870', '0.031417', '0.144930', '0.000000', '0.826688', '0.304552', '0.000000', '0.516073', '0.000000', '0.099312', '0.000000', '0.000000', '0.000000']",1
"['0.417408', '0.000000', '0.012960', '0.049099', '0.281232', '0.000000', '0.366273', '0.796121', '0.553683', '0.000000', '0.034747', '0.000000', '0.083495', '0.000000', '0.522462', '0.000000', '0.400034', '0.000000', '0.825837', '0.000000', '0.000000', '0.454091', '0.655549', '0.119841', '0.000000', '0.474629', '0.710921', '1.375869', '0.394797', '0.000000', '0.814618', '0.000000', '0.392971', '0.258414', '0.499420', '0.000000', '0.357863', '0.315691', '0.270365', '0.528795', '0.000000', '0.000000', '0.219651', '0.000000', '0.347430', '0.000000', '0.686230', '0.000000', '0.000000', '0.594640', '0.000000', '0.207757', '0.065262', '0.000000', '0.543023', '0.000000', '0.000000', '0.000000', '0.000000', '0.000000']",1
"['0.182568', '0.000000', '0.000000', '0.529340', '0.728271', '0.000000', '0.715431', '0.887973', '0.692426', '0.000000', '0.000000', '0.000000', '0.304142', '0.000000', '0.347017', '0.078240', '0.210524', '0.000000', '0.415966', '0.000000', '0.000000', '0.863734', '0.444566', '0.262751', '0.078065', '0.166044', '0.394410', '1.492682', '0.490638', '0.000000', '1.508817', '0.000000', '0.951045', '0.000000', '0.181338', '0.000000', '0.702343', '0.176561', '0.000000', '0.174944', '0.000000', '0.244278', '0.381026', '0.000000', '0.294068', '0.000000', '0.600163', '0.493888', '0.099835', '0.389293', '0.000000', '0.480160', '0.000000', '0.000000', '0.644257', '0.000000', '0.033558', '0.000000', '0.000000', '0.000000']",1
