0.426361, 0.245455, 0.000000, 0.196387, 0.216689, 0.025305, 0.610125, 0.596649, 0.000000, 0.000000, 0.518457, 0.768108, 0.721275, 0.329670, 0.797569, 0.613263, 0.790758, 1.045978, 0.000000, 0.511338, 0.000000, 0.592165, 0.000000, 0.000000, 0.000000, 0.095592, 0.000000, 0.000000, 0.998634, 1.024376,1
0.636697, 0.330406, 0.000000, 0.000000, 0.561293, 0.000000, 0.290836, 0.534324, 0.000000, 0.000000, 0.538383, 0.709871, 0.581922, 0.000000, 0.334536, 0.305291, 0.813600, 0.720232, 0.000000, 0.055982, 0.000000, 0.788290, 0.000000, 0.000000, 0.000000, 0.398116, 0.413211, 0.000000, 1.066155, 0.633654,1
0.412611, 0.000000, 0.000000, 0.000000, 0.873845, 0.000000, 0.739636, 0.746330, 0.000000, 0.000000, 1.066036, 0.635419, 0.322686, 0.253582, 0.703592, 0.564864, 0.670330, 0.788567, 0.000000, 0.558813, 0.000000, 1.338687, 0.000000, 0.000000, 0.000000, 0.295796, 0.000000, 0.000000, 0.639079, 1.345057,1
0.352957, 0.495238, 0.000000, 0.361899, 0.319832, 0.925571, 0.525168, 0.339295, 0.000000, 0.000000, 0.472262, 0.564459, 0.549907, 0.000000, 0.856705, 0.508619, 0.712497, 0.831198, 0.000000, 0.091685, 0.000000, 0.836163, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.061627, 0.891208,1
0.540570, 0.402863, 0.000000, 0.127126, 0.542984, 0.000000, 0.255355, 0.212432, 0.000000, 0.000000, 0.584983, 0.939870, 0.678917, 0.149659, 0.291334, 0.526441, 0.765883, 0.729690, 0.000000, 0.286167, 0.000000, 0.485702, 0.000000, 0.000000, 0.000000, 0.757466, 0.000000, 0.000000, 0.770518, 0.592996,1
0.956488, 0.826805, 0.000000, 0.072650, 0.395718, 0.066727, 0.035775, 0.033373, 0.000000, 0.000000, 0.327503, 1.251547, 0.813020, 0.000000, 0.000000, 0.000000, 1.053050, 1.092905, 0.000000, 0.000000, 0.000000, 0.530988, 0.000000, 0.000000, 0.000000, 0.765820, 0.348873, 0.000000, 1.256935, 0.262070,1
0.656635, 0.775214, 0.000000, 0.005361, 0.345448, 0.214431, 0.428496, 0.094984, 0.000000, 0.000000, 0.086175, 1.269523, 0.788543, 0.000000, 0.302965, 0.120456, 0.860712, 1.294136, 0.000000, 0.000000, 0.000000, 0.583791, 0.000000, 0.000000, 0.000000, 0.509308, 0.000000, 0.000000, 1.014209, 0.266444,1
0.435585, 0.050447, 0.000000, 0.000000, 0.686511, 0.000000, 0.827788, 0.827053, 0.000000, 0.000000, 0.727330, 0.431631, 0.333034, 0.000000, 0.829629, 0.645387, 0.474707, 0.544863, 0.000000, 0.391044, 0.000000, 1.070670, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.667557, 1.116487,1
0.295207, 0.161179, 0.000000, 0.000000, 0.601501, 0.000000, 0.629542, 0.595799, 0.000000, 0.000000, 0.747586, 0.371330, 0.434084, 0.000000, 0.744143, 0.527221, 0.323838, 0.598632, 0.000000, 0.389412, 0.000000, 0.990404, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.588837, 0.961253,1
0.512253, 0.474362, 0.000000, 0.000000, 0.580714, 0.000000, 0.588876, 0.594165, 0.000000, 0.000000, 0.512088, 0.846274, 0.561365, 0.000000, 0.412633, 0.699902, 0.727390, 0.461371, 0.000000, 0.301121, 0.000000, 0.514176, 0.000000, 0.000000, 0.000000, 0.607076, 0.000000, 0.000000, 0.647353, 0.734763,1
