0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.455607, 0.386763, 0.000000, 0.000000, 0.176902, 0.343595, 0.333762, 0.000000, 0.306945, 0.558789, 0.424512, 0.000000, 0.000000, 0.157284, 0.000000, 0.449522, 0.354580, 0.520330, 0.000000, 0.000000, 0.614266, 0.696019, 0.612651, 0.634135, 0.090610, 0.629767, 0.836831, 0.000000, 0.000000, 0.000000, 0.889858, 0.000000, 0.000000, 0.000000, 0.000000, 1.479348, 0.274228, 0.503929, 0.068651, 0.262790, 0.288895, 0.578761, 0.000000, 0.492543, 0.000000, 0.572498, 0.000000, 0.321692, 0.064267, 0.349128, 0.000000, 0.016182, 0.804912, 0.000000, 0.000000,1
0.000000, 0.000000, 0.390574, 0.000000, 0.066294, 0.408984, 0.309721, 0.000000, 0.000000, 0.000000, 0.262312, 0.213674, 0.000000, 0.285893, 0.400075, 0.302223, 0.000000, 0.139454, 0.000000, 0.000000, 0.490101, 0.818636, 0.964290, 0.000000, 0.000000, 0.468369, 0.809995, 0.408349, 0.420979, 0.000000, 0.235499, 0.353372, 0.000000, 0.333331, 0.000000, 0.686382, 0.171185, 0.000000, 0.000000, 0.000000, 1.153769, 0.106444, 0.331824, 0.161987, 0.377917, 0.000000, 0.943182, 0.000000, 0.108079, 0.000000, 0.027736, 0.048851, 0.000000, 0.050673, 0.108174, 0.000000, 0.166336, 1.025332, 0.000000, 0.000000,1
0.000000, 0.000000, 0.069674, 0.000000, 0.000000, 0.236903, 0.514925, 0.000000, 0.000000, 0.000000, 0.583695, 0.416336, 0.000000, 0.539740, 0.717291, 0.727325, 0.000000, 0.000000, 0.000000, 0.000000, 0.301368, 0.397076, 1.392534, 0.017341, 0.000000, 0.812773, 0.983405, 0.628074, 0.356434, 0.000000, 0.392700, 0.909115, 0.000000, 0.000000, 0.000000, 0.915006, 0.241871, 0.061013, 0.034117, 0.000000, 1.604654, 0.041020, 0.474994, 0.459396, 0.361719, 0.000000, 0.763652, 0.000000, 0.496370, 0.000000, 0.441246, 0.029139, 0.009435, 0.000000, 0.651570, 0.000000, 0.118633, 0.941502, 0.000000, 0.000000,1
0.000000, 0.000000, 0.126338, 0.000000, 0.000000, 0.477864, 0.000000, 0.000000, 0.000000, 0.002406, 0.768801, 0.154919, 0.000000, 0.369702, 0.652214, 0.159761, 0.000000, 0.522281, 0.000000, 0.000000, 0.111631, 0.221977, 0.682150, 0.128232, 0.000000, 0.157917, 0.700291, 0.094477, 0.359335, 0.615499, 0.180970, 0.668464, 0.000000, 0.074140, 0.000000, 0.815891, 0.000000, 0.042693, 0.000000, 0.000000, 1.404619, 0.127393, 0.592193, 0.115286, 0.447257, 0.193141, 0.369087, 0.000000, 0.301580, 0.000000, 0.461153, 0.000000, 0.605918, 0.000000, 0.407047, 0.000000, 0.000000, 0.786820, 0.000000, 0.000000,1
0.000000, 0.000000, 0.000000, 0.000000, 0.190232, 0.428008, 0.596006, 0.000000, 0.000000, 0.000000, 0.091281, 0.419807, 0.000000, 0.404859, 0.304476, 0.503813, 0.000000, 0.205512, 0.000000, 0.000000, 0.554164, 0.571486, 0.729277, 0.142664, 0.000000, 0.561288, 0.858477, 0.687764, 0.340446, 0.000000, 0.342622, 0.715518, 0.139704, 0.000000, 0.000000, 0.619119, 0.182675, 0.132920, 0.068107, 0.000000, 0.997637, 0.187688, 0.288408, 0.493338, 0.381741, 0.000000, 0.563110, 0.000000, 0.061904, 0.000000, 0.344781, 0.000000, 0.147486, 0.000000, 0.398924, 0.000000, 0.328817, 0.744582, 0.000000, 0.000000,1
0.000000, 0.000000, 0.423498, 0.000000, 0.105946, 0.727881, 0.386389, 0.000000, 0.000000, 0.000000, 0.186556, 0.151798, 0.000000, 0.471853, 0.283097, 0.172898, 0.000000, 0.355266, 0.000000, 0.000000, 0.393358, 0.862346, 0.913926, 0.062613, 0.000000, 0.330489, 1.193180, 0.562130, 0.233866, 0.040102, 0.126864, 0.402666, 0.000000, 0.348722, 0.000000, 0.597300, 0.232404, 0.048526, 0.000000, 0.000000, 1.353395, 0.179590, 0.387798, 0.234267, 0.622716, 0.000000, 0.731660, 0.000000, 0.000000, 0.000000, 0.214506, 0.112851, 0.000000, 0.000000, 0.156073, 0.000000, 0.463472, 1.015835, 0.000000, 0.000000,1
0.000000, 0.000000, 0.000000, 0.000000, 0.036747, 0.561488, 0.256015, 0.000000, 0.000000, 0.000000, 0.525238, 0.443261, 0.000000, 0.601038, 0.183842, 0.007142, 0.000000, 0.182013, 0.000000, 0.000000, 0.411076, 0.666200, 0.664462, 0.019743, 0.000000, 0.356152, 0.637417, 0.617829, 0.336113, 0.332928, 0.272006, 0.627625, 0.000000, 0.000000, 0.000000, 0.796020, 0.000000, 0.000000, 0.000000, 0.000000, 1.228535, 0.236669, 0.715681, 0.319626, 0.599728, 0.000000, 0.476752, 0.000000, 0.092567, 0.000000, 0.412332, 0.000000, 0.031426, 0.000000, 0.374145, 0.000000, 0.394800, 0.895172, 0.000000, 0.000000,1
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.259827, 0.231562, 0.000000, 0.000000, 0.054237, 0.433964, 0.473078, 0.000000, 0.484588, 0.439911, 0.563467, 0.000000, 0.000000, 0.127516, 0.000000, 0.158663, 0.669152, 0.868008, 0.000000, 0.000000, 0.412287, 0.356417, 0.497035, 0.722873, 0.000000, 0.339806, 0.475194, 0.000000, 0.233083, 0.000000, 0.811884, 0.000000, 0.000000, 0.033219, 0.000000, 1.261396, 0.172334, 0.799105, 0.204474, 0.268142, 0.069931, 0.533900, 0.000000, 0.480210, 0.000000, 0.000000, 0.000000, 0.260585, 0.002120, 0.426851, 0.000000, 0.000000, 0.772523, 0.000000, 0.000000,1
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.228269, 0.229615, 0.000000, 0.000000, 0.114540, 0.426997, 0.253062, 0.000000, 0.398272, 0.323357, 0.490949, 0.000000, 0.000000, 0.135953, 0.000000, 0.302934, 0.565165, 0.913582, 0.004816, 0.000000, 0.714060, 0.494223, 0.397790, 0.605300, 0.023549, 0.365280, 0.256606, 0.089539, 0.030504, 0.000000, 0.750756, 0.093258, 0.000000, 0.039082, 0.000000, 1.249367, 0.000000, 0.390574, 0.202042, 0.345603, 0.000000, 0.513996, 0.000000, 0.481391, 0.000000, 0.311810, 0.000000, 0.315690, 0.000000, 0.408154, 0.000000, 0.000000, 0.775720, 0.000000, 0.000000,1
0.000000, 0.000000, 0.000000, 0.000000, 0.247263, 0.341238, 0.683147, 0.000000, 0.000000, 0.054160, 0.218153, 0.537501, 0.000000, 0.559065, 0.194764, 0.605508, 0.000000, 0.000000, 0.202604, 0.000000, 0.731604, 0.622394, 0.822176, 0.212568, 0.123102, 0.293848, 0.493721, 0.568055, 0.767317, 0.095224, 0.327882, 0.541574, 0.226462, 0.000000, 0.000000, 0.539114, 0.163420, 0.290680, 0.253545, 0.000000, 0.914988, 0.065716, 0.592610, 0.431872, 0.450202, 0.190295, 0.706399, 0.000000, 0.037023, 0.000000, 0.103746, 0.000000, 0.346826, 0.000000, 0.219052, 0.000000, 0.197451, 0.433463, 0.000000, 0.000000,1
